Рівень;Таблиця;Поле;Тип;NULL;За замовч.;Опис;FK до;Індекс
5;items;designation;VARCHAR(100);YES;;Позначення (децимальний №);;INDEX
5;items;name;VARCHAR(500);NO;;Найменування;;INDEX
5;items;item_type;VARCHAR(30);NO;;Тип: assembly/part/purchased/standard/material;;INDEX
5;items;-- ДЛЯ ДЕТАЛЕЙ (item_type=part) --;;;;;;;;
5;items;material_id;UUID;YES;;Матеріал;materials.id;INDEX
5;items;blank_length;DECIMAL(10,2);YES;;Довжина заготовки мм;;
5;items;blank_width;DECIMAL(10,2);YES;;Ширина заготовки мм;;
5;items;blank_thickness;DECIMAL(10,3);YES;;Товщина заготовки мм;;
5;items;blank_diameter;DECIMAL(10,3);YES;;Діаметр заготовки мм;;
5;items;blank_weight;DECIMAL(18,6);YES;;Вага заготовки кг (вручну або авто);;
5;items;finished_weight;DECIMAL(18,6);YES;;Чиста вага деталі кг;;
5;items;-- ДЛЯ ПОКУПНИХ (item_type=purchased/standard) --;;;;;;;;
5;items;supplier_id;UUID;YES;;Постачальник;contractors.id;
5;items;purchase_price;DECIMAL(18,4);YES;;Ціна закупівлі;;
5;items;purchase_currency_id;UUID;YES;;Валюта;currencies.id;
5;items;-- ЗАГАЛЬНІ --;;;;;;;;
5;items;quantity;DECIMAL(18,6);NO;1;Кількість на виріб;;
5;items;unit_id;UUID;YES;;Одиниця виміру;units.id;
5;items;drawing_number;VARCHAR(100);YES;;Номер креслення;;
5;items;revision;VARCHAR(20);YES;;Ревізія креслення;;
5;items;is_critical;BOOLEAN;NO;false;Критична позиція;;
5;items;notes;TEXT;YES;;Примітки;;
5;items;-- РОЗРАХУНКОВІ (заповнюються автоматично) --;;;;;;;;
5;items;calculated_weight;DECIMAL(18,6);YES;;Розрахункова вага кг;;
5;items;calculated_area;DECIMAL(18,6);YES;;Розрахункова площа м²;;
5;items;material_cost;DECIMAL(18,4);YES;;Вартість матеріалу;;
5;items;labor_cost;DECIMAL(18,4);YES;;Вартість роботи;;
5;items;total_cost;DECIMAL(18,4);YES;;Загальна вартість;;
5;items;-- СЛУЖБОВІ --;;;;;;;;
5;items;is_active;BOOLEAN;NO;true;Активна;;
5;items;created_at;TIMESTAMP;NO;NOW();;;
5;items;updated_at;TIMESTAMP;NO;NOW();;;
;;;;;;;;
5;item_routes;id;UUID;NO;;Унікальний ID;;PK
5;item_routes;item_id;UUID;NO;;Деталь;items.id;INDEX
5;item_routes;sequence;INT;NO;;Номер операції (5, 10, 15);;INDEX
5;item_routes;operation_id;UUID;NO;;Операція;operations.id;INDEX
5;item_routes;equipment_id;UUID;YES;;Обладнання;equipment.id;
5;item_routes;-- КООПЕРАЦІЯ --;;;;;;;;
5;item_routes;is_external;BOOLEAN;NO;false;На кооперації;;
5;item_routes;subcontractor_id;UUID;YES;;Підрядник;contractors.id;
5;item_routes;external_price;DECIMAL(18,4);YES;;Ціна послуги;;
5;item_routes;-- НОРМИ --;;;;;;;;
5;item_routes;setup_time;DECIMAL(10,2);YES;;Тпз хвилин;;
5;item_routes;piece_time;DECIMAL(10,4);YES;;Тшт хвилин;;
5;item_routes;skill_level;INT;YES;;Розряд;;
5;item_routes;-- РЕЖИМИ --;;;;;;;;
5;item_routes;cutting_speed;DECIMAL(10,2);YES;;Швидкість різання м/хв;;
5;item_routes;feed_rate;DECIMAL(10,4);YES;;Подача мм/об;;
5;item_routes;cutting_depth;DECIMAL(10,3);YES;;Глибина різання мм;;
5;item_routes;spindle_speed;INT;YES;;Оберти шпинделя об/хв;;
5;item_routes;-- ЗВАРЮВАННЯ --;;;;;;;;
5;item_routes;weld_length;DECIMAL(10,2);YES;;Довжина шва мм;;
5;item_routes;weld_type;VARCHAR(50);YES;;Тип шва;;
5;item_routes;weld_position;VARCHAR(20);YES;;Положення шва;;
5;item_routes;-- РОЗРАХУНКОВІ --;;;;;;;;
5;item_routes;labor_cost;DECIMAL(18,4);YES;;Вартість роботи (авто);;
5;item_routes;consumables_cost;DECIMAL(18,4);YES;;Вартість розхідників (авто);;
5;item_routes;-- СЛУЖБОВІ --;;;;;;;;
5;item_routes;description;TEXT;YES;;Опис переходів;;
5;item_routes;notes;TEXT;YES;;Примітки;;
5;item_routes;is_active;BOOLEAN;NO;true;Активна;;
